ID	Description
M00145	KEGG|Structural complex|Energy metabolism|ATP synthesis|NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria
M00065	KEGG|Pathway module|Carbohydrate and lipid metabolism|Glycan metabolism|GPI-anchor biosynthesis, core oligosaccharide
M00275	KEGG|Structural complex|Environmental information processing|Phosphotransferase system (PTS)|PTS system, cellobiose-specific II component
M00502	KEGG|Functional set|Environmental information processing|Two-component regulatory system|GlrK-GlrR (amino sugar metabolism) two-component regulatory system
M00165	KEGG|Pathway module|Energy metabolism|Carbon fixation|Reductive pentose phosphate cycle (Calvin cycle)
M00070	KEGG|Pathway module|Carbohydrate and lipid metabolism|Glycan metabolism|Glycosphingolipid biosynthesis, lacto-series, LacCer to Lc4Cer
M00461	KEGG|Functional set|Environmental information processing|Two-component regulatory system|MtrB-MtrA (osmotic stress response) two-component regulatory system
M00386	KEGG|Structural complex|Genetic information processing|Ubiquitin system|Cul4-DDB1-CSA complex
M00157	KEGG|Structural complex|Energy metabolism|ATP synthesis|F-type ATPase, bacteria
M00014	KEGG|Pathway module|Carbohydrate and lipid metabolism|Other carbohydrate metabolism|Glucuronate pathway (uronate pathway)
M00188	KEGG|Structural complex|Environmental information processing|Mineral and organic ion transport system|NitT/TauT family transport system
M00341	KEGG|Structural complex|Genetic information processing|Proteasome|Proteasome, 19S regulatory particle (PA700)
M00161	KEGG|Structural complex|Energy metabolism|Photosynthesis|Photosystem II
M00213	KEGG|Structural complex|Environmental information processing|Saccharide and polyol transport system|L-Arabinose transport system
M00299	KEGG|Structural complex|Environmental information processing|Mineral and organic ion transport system|Spermidine/putrescine transport system
M00462	KEGG|Functional set|Environmental information processing|Two-component regulatory system|PrrB-PrrA (intracellular multiplication) two-component regulatory system
M00260	KEGG|Structural complex|Genetic information processing|DNA polymerase|DNA polymerase III complex, bacteria
M00095	KEGG|Pathway module|Carbohydrate and lipid metabolism|Terpenoid backbone biosynthesis|C5 isoprenoid biosynthesis, mevalonate pathway
M00011	KEGG|Pathway module|Carbohydrate and lipid metabolism|Central carbohydrate metabolism|Citrate cycle, second carbon oxidation, 2-oxoglutarate to oxaloacetate
M00353	KEGG|Structural complex|Genetic information processing|Spliceosome|Spliceosome, Prp19/CDC5L complex
M00016	KEGG|Pathway module|Nucleotide and amino acid metabolism|Lysine metabolism|Lysine biosynthesis, succinyl-DAP pathway, aspartate to lysine
M00384	KEGG|Structural complex|Genetic information processing|Ubiquitin system|Cul3-SPOP complex
M00042	KEGG|Pathway module|Nucleotide and amino acid metabolism|Aromatic amino acid metabolism|Catecholamine biosynthesis, tyrosine to dopamine to noradrenaline to adrenaline
M00533	KEGG|Pathway module|Nucleotide and amino acid metabolism|Aromatic amino acid metabolism|Homoprotocatechuate degradation, homoprotocatechuate to 2-oxohept-3-enedioate
M00348	KEGG|Structural complex|Environmental information processing|Peptide and nickel transport system|Glutathione transport system
M00139	KEGG|Pathway module|Nucleotide and amino acid metabolism|Alkaloid and other secondary metabolite biosynthesis|Morphine biosynthesis, dopamine to morphine
M00374	KEGG|Pathway module|Energy metabolism|Carbon fixation|Dicarboxylate-hydroxybutyrate cycle
M00475	KEGG|Functional set|Environmental information processing|Two-component regulatory system|BarA-UvrY (central carbon metabolism) two-component regulatory system
M00178	KEGG|Structural complex|Genetic information processing|Ribosome|Ribosome, bacteria
M00180	KEGG|Structural complex|Genetic information processing|RNA polymerase|RNA polymerase II, eukaryotes
M00131	KEGG|Pathway module|Carbohydrate and lipid metabolism|Lipid metabolism|Inositol phosphate metabolism, Ins(1,3,4,5)P4 to Ins(1,3,4)P3 to myo-inositol
M00083	KEGG|Pathway module|Carbohydrate and lipid metabolism|Fatty acid metabolism|Fatty acid biosynthesis, elongation
M00439	KEGG|Structural complex|Environmental information processing|Peptide and nickel transport system|Oligopeptide transport system
M00283	KEGG|Structural complex|Environmental information processing|Phosphotransferase system (PTS)|PTS system, ascorbate-specific II component
M00367	KEGG|Pathway module|Carbohydrate and lipid metabolism|Terpenoid backbone biosynthesis|C10-C20 isoprenoid biosynthesis, non-plant eukaryotes
M00082	KEGG|Pathway module|Carbohydrate and lipid metabolism|Fatty acid metabolism|Fatty acid biosynthesis, initiation
M00514	KEGG|Functional set|Environmental information processing|Two-component regulatory system|TtrS-TtrR (tetrathionate respiration) two-component regulatory system
M00045	KEGG|Pathway module|Nucleotide and amino acid metabolism|Histidine metabolism|Histidine degradation, histidine to N-formiminoglutamate to glutamate
M00398	KEGG|Structural complex|Genetic information processing|Spliceosome|Sm core complex
M00293	KEGG|Structural complex|Genetic information processing|DNA polymerase|DNA polymerase zeta complex
M00409	KEGG|Structural complex|Genetic information processing|Protein processing|ESCRT-I complex
M00307	KEGG|Pathway module|Carbohydrate and lipid metabolism|Central carbohydrate metabolism|Pyruvate oxidation, pyruvate to acetyl-CoA
M00251	KEGG|Structural complex|Environmental information processing|ABC-2 type and other transport systems|Teichoic acid transport system
M00449	KEGG|Functional set|Environmental information processing|Two-component regulatory system|CreC-CreB (phosphate regulation) two-component regulatory system
M00106	KEGG|Pathway module|Carbohydrate and lipid metabolism|Sterol biosynthesis|Conjugated bile acid biosynthesis, cholate to taurocholate/glycocholate
M00334	KEGG|Structural complex|Environmental information processing|Bacterial secretion system|Type VI secretion system
M00026	KEGG|Pathway module|Nucleotide and amino acid metabolism|Histidine metabolism|Histidine biosynthesis, PRPP to histidine
M00499	KEGG|Functional set|Environmental information processing|Two-component regulatory system|HydH-HydG (metal tolerance) two-component regulatory system
M00117	KEGG|Pathway module|Nucleotide and amino acid metabolism|Cofactor and vitamin biosynthesis|Ubiquinone biosynthesis, prokaryotes, chorismate to ubiquinone
M00320	KEGG|Structural complex|Environmental information processing|ABC-2 type and other transport systems|Lipopolysaccharide export system
M00226	KEGG|Structural complex|Environmental information processing|Phosphate and amino acid transport system|Histidine transport system
M00159	KEGG|Structural complex|Energy metabolism|ATP synthesis|V-type ATPase, prokaryotes
M00413	KEGG|Structural complex|Genetic information processing|Repair system|FA core complex
M00333	KEGG|Structural complex|Environmental information processing|Bacterial secretion system|Type IV secretion system
M00061	KEGG|Pathway module|Carbohydrate and lipid metabolism|Other carbohydrate metabolism|Uronic acid metabolism
M00574	KEGG|Signature module|Genotypic signature|Pathogenicity|Pertussis pathogenicity signature 1, pertussis toxin
M00199	KEGG|Structural complex|Environmental information processing|Saccharide and polyol transport system|L-Arabinose/lactose transport system
M00429	KEGG|Structural complex|Environmental information processing|Bacterial secretion system|Competence-related DNA transformation transporter
M00326	KEGG|Structural complex|Environmental information processing|Bacterial secretion system|RTX toxin transport system
M00496	KEGG|Functional set|Environmental information processing|Two-component regulatory system|ComD-ComE (competence) two-component regulatory system
M00112	KEGG|Pathway module|Nucleotide and amino acid metabolism|Cofactor and vitamin biosynthesis|Tocopherol biosynthesis
M00186	KEGG|Structural complex|Environmental information processing|Mineral and organic ion transport system|Tungstate transport system
M00437	KEGG|Structural complex|Environmental information processing|Mineral and organic ion transport system|Phthalate transport system
M00031	KEGG|Pathway module|Nucleotide and amino acid metabolism|Lysine metabolism|Lysine biosynthesis, 2-aminoadipate to lysine
M00428	KEGG|Structural complex|Genetic information processing|RNA processing|eIF4F complex
M00191	KEGG|Structural complex|Environmental information processing|Mineral and organic ion transport system|Thiamine transport system
M00075	KEGG|Pathway module|Carbohydrate and lipid metabolism|Glycan metabolism|N-glycan biosynthesis, complex type
M00004	KEGG|Pathway module|Carbohydrate and lipid metabolism|Central carbohydrate metabolism|Pentose phosphate pathway (Pentose phosphate cycle)
M00215	KEGG|Structural complex|Environmental information processing|Saccharide and polyol transport system|D-Xylose transport system
M00263	KEGG|Structural complex|Genetic information processing|DNA polymerase|DNA polymerase epsilon complex
M00314	KEGG|Structural complex|Environmental information processing|ABC-2 type and other transport systems|Bacitracin transport system
M00001	0
M00027	KEGG|Pathway module|Nucleotide and amino acid metabolism|Other amino acid metabolism|GABA (gamma-Aminobutyrate) shunt
M00510	KEGG|Functional set|Environmental information processing|Two-component regulatory system|Cph1-Rcp1 (light response) two-component regulatory system
M00511	KEGG|Functional set|Environmental information processing|Two-component regulatory system|PleC-PleD (cell fate control) two-component regulatory system
M00147	KEGG|Structural complex|Energy metabolism|ATP synthesis|NADH dehydrogenase (ubiquinone) 1 beta subcomplex
M00247	KEGG|Structural complex|Environmental information processing|Metallic cation, iron-siderophore and vitamin B12 transport system|Putative ABC transport system
M00310	KEGG|Structural complex|Carbohydrate and lipid metabolism|Carbohydrate metabolism|Pyruvate:ferredoxin oxidoreductase
M00300	KEGG|Structural complex|Environmental information processing|Mineral and organic ion transport system|Putrescine transport system
M00166	KEGG|Pathway module|Energy metabolism|Carbon fixation|Reductive pentose phosphate cycle, RuBP + CO2 to glyceraldehyde-3P
M00397	KEGG|Structural complex|Genetic information processing|Spliceosome|Lsm 1-7 complex
M00412	KEGG|Structural complex|Genetic information processing|Protein processing|ESCRT-III complex
M00059	KEGG|Pathway module|Carbohydrate and lipid metabolism|Glycosaminoglycan metabolism|Glycosaminoglycan biosynthesis, heparan sulfate backbone
M00187	0
M00527	KEGG|Pathway module|Nucleotide and amino acid metabolism|Lysine metabolism|Lysine biosynthesis, DAP aminotransferase pathway, aspartate to lysine
M00049	KEGG|Pathway module|Nucleotide and amino acid metabolism|Purine metabolism|Adenine ribonucleotide biosynthesis, IMP to ADP,ATP
M00442	KEGG|Structural complex|Environmental information processing|Mineral and organic ion transport system|Putative hydroxymethylpyrimidine transport system
M00415	KEGG|Pathway module|Carbohydrate and lipid metabolism|Fatty acid metabolism|Fatty acid biosynthesis, elongation, endoplasmic reticulum
M00233	KEGG|Structural complex|Environmental information processing|Phosphate and amino acid transport system|Glutamate transport system
M00548	KEGG|Pathway module|Secondary metabolism|Aromatics degradataion|Benzene degradation, benzene to catechol
M00176	KEGG|Pathway module|Energy metabolism|Sulfur metabolism|Sulfur reduction, sulfate to H2S
M00090	KEGG|Pathway module|Carbohydrate and lipid metabolism|Lipid metabolism|Phosphatidylcholine (PC) biosynthesis, choline to PC
M00164	KEGG|Structural complex|Energy metabolism|Photosynthesis|ATP synthase
M00455	KEGG|Functional set|Environmental information processing|Two-component regulatory system|TorS-TorR (trimethylamine N-oxide respiration) two-component regulatory system
M00268	KEGG|Structural complex|Environmental information processing|Phosphotransferase system (PTS)|PTS system, arbutin-like II component
